/Users/josepsmachine/miniforge3/envs/ML/lib/python3.10/site-packages/torch/nn/modules/loss.py:536: UserWarning: Using a target size (torch.Size([50])) that is different to the input size (torch.Size([50, 50, 1])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
{'epoch': 0, 'batch': 2250, 'loss': 0.0}
{'epoch': 0, 'batch': 2280, 'loss': 0.0}
{'epoch': 0, 'batch': 2310, 'loss': 0.0}
{'epoch': 0, 'batch': 2340, 'loss': 0.0}
{'epoch': 0, 'batch': 2370, 'loss': 0.0027603753842413425}
{'epoch': 0, 'batch': 2400, 'loss': 0.8442625999450684}
{'epoch': 0, 'batch': 2430, 'loss': 0.0}
{'epoch': 0, 'batch': 2460, 'loss': 0.0}
{'epoch': 0, 'batch': 2490, 'loss': 0.0}
{'epoch': 0, 'batch': 2520, 'loss': 0.0}
{'epoch': 0, 'batch': 2550, 'loss': 0.0}
{'epoch': 0, 'batch': 2580, 'loss': 0.0}
{'epoch': 0, 'batch': 2610, 'loss': 0.0}
{'epoch': 0, 'batch': 2640, 'loss': 0.0}
{'epoch': 0, 'batch': 2670, 'loss': 0.0}
{'epoch': 0, 'batch': 2700, 'loss': 0.0}
{'epoch': 0, 'batch': 2730, 'loss': 0.0}
{'epoch': 0, 'batch': 2760, 'loss': 0.0}
{'epoch': 0, 'batch': 2790, 'loss': 0.0}
{'epoch': 0, 'batch': 2820, 'loss': 0.0}
{'epoch': 0, 'batch': 2850, 'loss': 0.0}
{'epoch': 0, 'batch': 2880, 'loss': 0.0}
{'epoch': 0, 'batch': 2910, 'loss': 0.0}
{'epoch': 0, 'batch': 2940, 'loss': 0.0}
{'epoch': 0, 'batch': 2970, 'loss': 0.011140631511807442}
{'epoch': 0, 'batch': 3000, 'loss': 0.0}
{'epoch': 0, 'batch': 3030, 'loss': 0.0}
{'epoch': 0, 'batch': 3060, 'loss': 0.0}
{'epoch': 0, 'batch': 3090, 'loss': 0.0}
{'epoch': 0, 'batch': 3120, 'loss': 0.0}
{'epoch': 0, 'batch': 3150, 'loss': 0.00032591994386166334}
{'epoch': 0, 'batch': 3180, 'loss': 0.0}
{'epoch': 0, 'batch': 3210, 'loss': 0.0}
{'epoch': 0, 'batch': 3240, 'loss': 0.0}
{'epoch': 0, 'batch': 3270, 'loss': 0.0}
{'epoch': 0, 'batch': 3300, 'loss': 0.0}
{'epoch': 0, 'batch': 3330, 'loss': 0.0}
{'epoch': 0, 'batch': 3360, 'loss': 0.0}
{'epoch': 0, 'batch': 3390, 'loss': 0.0}
{'epoch': 0, 'batch': 3420, 'loss': 0.006278913002461195}
{'epoch': 0, 'batch': 3450, 'loss': 0.0}
{'epoch': 0, 'batch': 3480, 'loss': 0.00322434538975358}
{'epoch': 0, 'batch': 3510, 'loss': 0.0}
{'epoch': 0, 'batch': 3540, 'loss': 0.0}
{'epoch': 0, 'batch': 3570, 'loss': 0.0}
{'epoch': 0, 'batch': 3600, 'loss': 0.0}
{'epoch': 0, 'batch': 3630, 'loss': 0.0}
{'epoch': 0, 'batch': 3660, 'loss': 0.0}
{'epoch': 0, 'batch': 3690, 'loss': 0.01426542829722166}
{'epoch': 0, 'batch': 3720, 'loss': 0.0}
{'epoch': 0, 'batch': 3750, 'loss': 0.0}
{'epoch': 0, 'batch': 3780, 'loss': 0.0}
{'epoch': 0, 'batch': 3810, 'loss': 0.0}
{'epoch': 0, 'batch': 3840, 'loss': 0.0}
{'epoch': 0, 'batch': 3870, 'loss': 0.0}
{'epoch': 0, 'batch': 3900, 'loss': 0.0}
{'epoch': 0, 'batch': 3930, 'loss': 0.0}
{'epoch': 0, 'batch': 3960, 'loss': 0.0}
{'epoch': 0, 'batch': 3990, 'loss': 0.0}
{'epoch': 0, 'batch': 4020, 'loss': 0.0}
{'epoch': 0, 'batch': 4050, 'loss': 0.0}
{'epoch': 0, 'batch': 4080, 'loss': 0.0}
{'epoch': 0, 'batch': 4110, 'loss': 0.0}
{'epoch': 0, 'batch': 4140, 'loss': 0.0}
{'epoch': 0, 'batch': 4170, 'loss': 0.0}
{'epoch': 0, 'batch': 4200, 'loss': 0.0}
{'epoch': 0, 'batch': 4230, 'loss': 0.0}
{'epoch': 0, 'batch': 4260, 'loss': 0.0}
{'epoch': 0, 'batch': 4290, 'loss': 0.0}
{'epoch': 0, 'batch': 4320, 'loss': 0.0}
{'epoch': 0, 'batch': 4350, 'loss': 0.0}
{'epoch': 0, 'batch': 4380, 'loss': 0.0}
{'epoch': 0, 'batch': 4410, 'loss': 0.0}
{'epoch': 0, 'batch': 4440, 'loss': 0.0}
{'epoch': 0, 'batch': 4470, 'loss': 0.0}
{'epoch': 0, 'batch': 4500, 'loss': 0.0}
{'epoch': 0, 'batch': 4530, 'loss': 0.0}
{'epoch': 0, 'batch': 4560, 'loss': 0.0}
{'epoch': 0, 'batch': 4590, 'loss': 0.0}
{'epoch': 0, 'batch': 4620, 'loss': 0.0}
{'epoch': 0, 'batch': 4650, 'loss': 0.0}
{'epoch': 0, 'batch': 4680, 'loss': 0.0}
{'epoch': 0, 'batch': 4710, 'loss': 0.0}
{'epoch': 0, 'batch': 4740, 'loss': 0.0}
{'epoch': 0, 'batch': 4770, 'loss': 0.0}
{'epoch': 0, 'batch': 4800, 'loss': 0.0}
{'epoch': 0, 'batch': 4830, 'loss': 0.0}
{'epoch': 0, 'batch': 4860, 'loss': 0.0}
{'epoch': 0, 'batch': 4890, 'loss': 0.0}
{'epoch': 0, 'batch': 4920, 'loss': 0.0}
{'epoch': 0, 'batch': 4950, 'loss': 0.0}
{'epoch': 0, 'batch': 4980, 'loss': 0.0}
FCNN_model(
  (embedding): Embedding(12232, 1024)
  (fc): Linear(in_features=18, out_features=1024, bias=True)
  (rel): ReLU()
  (fc_1): Linear(in_features=1024, out_features=1024, bias=True)
  (fc_regr): Linear(in_features=1024, out_features=1, bias=True)
)
[34m[1mwandb[39m[22m: Currently logged in as: [33mharadai[39m. Use [1m`wandb login --relogin`[22m to force relogin
